datetime	Gulf_extend
8/18/2017 0:30	-0.195
8/18/2017 1:00	-0.187
8/18/2017 1:30	-0.177
8/18/2017 2:00	-0.159
8/18/2017 2:30	-0.128
8/18/2017 3:00	-0.092
8/18/2017 3:30	-0.038
8/18/2017 4:00	0.038
8/18/2017 4:30	0.133
8/18/2017 5:00	0.241
8/18/2017 5:30	0.349
8/18/2017 6:00	0.445
8/18/2017 6:30	0.529
8/18/2017 7:00	0.597
8/18/2017 7:30	0.646
8/18/2017 8:00	0.677
8/18/2017 8:30	0.694
8/18/2017 9:00	0.709
8/18/2017 9:30	0.718
8/18/2017 10:00	0.707
8/18/2017 10:30	0.673
8/18/2017 11:00	0.624
8/18/2017 11:30	0.564
8/18/2017 12:00	0.508
8/18/2017 12:30	0.457
8/18/2017 13:00	0.410
8/18/2017 13:30	0.376
8/18/2017 14:00	0.339
8/18/2017 14:30	0.296
8/18/2017 15:00	0.258
8/18/2017 15:30	0.222
8/18/2017 16:00	0.190
8/18/2017 16:30	0.167
8/18/2017 17:00	0.150
8/18/2017 17:30	0.141
8/18/2017 18:00	0.140
8/18/2017 18:30	0.144
8/18/2017 19:00	0.143
8/18/2017 19:30	0.123
8/18/2017 20:00	0.083
8/18/2017 20:30	0.047
8/18/2017 21:00	0.013
8/18/2017 21:30	-0.029
8/18/2017 22:00	-0.073
8/18/2017 22:30	-0.114
8/18/2017 23:00	-0.152
8/18/2017 23:30	-0.185
8/19/2017 0:00	-0.209
8/19/2017 0:30	-0.223
8/19/2017 1:00	-0.225
8/19/2017 1:30	-0.216
8/19/2017 2:00	-0.197
8/19/2017 2:30	-0.172
8/19/2017 3:00	-0.136
8/19/2017 3:30	-0.084
8/19/2017 4:00	-0.018
8/19/2017 4:30	0.057
8/19/2017 5:00	0.134
8/19/2017 5:30	0.207
8/19/2017 6:00	0.278
8/19/2017 6:30	0.357
8/19/2017 7:00	0.435
8/19/2017 7:30	0.499
8/19/2017 8:00	0.546
8/19/2017 8:30	0.578
8/19/2017 9:00	0.588
8/19/2017 9:30	0.577
8/19/2017 10:00	0.552
8/19/2017 10:30	0.521
8/19/2017 11:00	0.487
8/19/2017 11:30	0.458
8/19/2017 12:00	0.425
8/19/2017 12:30	0.396
8/19/2017 13:00	0.369
8/19/2017 13:30	0.350
8/19/2017 14:00	0.331
8/19/2017 14:30	0.315
8/19/2017 15:00	0.310
8/19/2017 15:30	0.314
8/19/2017 16:00	0.329
8/19/2017 16:30	0.350
8/19/2017 17:00	0.371
8/19/2017 17:30	0.390
8/19/2017 18:00	0.406
8/19/2017 18:30	0.422
8/19/2017 19:00	0.436
8/19/2017 19:30	0.438
8/19/2017 20:00	0.423
8/19/2017 20:30	0.396
8/19/2017 21:00	0.350
8/19/2017 21:30	0.288
8/19/2017 22:00	0.214
8/19/2017 22:30	0.136
8/19/2017 23:00	0.065
8/19/2017 23:30	-0.002
8/20/2017 0:00	-0.054
8/20/2017 0:30	-0.102
8/20/2017 1:00	-0.142
8/20/2017 1:30	-0.166
8/20/2017 2:00	-0.178
8/20/2017 2:30	-0.177
8/20/2017 3:00	-0.172
8/20/2017 3:30	-0.146
8/20/2017 4:00	-0.103
8/20/2017 4:30	-0.046
8/20/2017 5:00	0.023
8/20/2017 5:30	0.103
8/20/2017 6:00	0.189
8/20/2017 6:30	0.275
8/20/2017 7:00	0.362
8/20/2017 7:30	0.444
8/20/2017 8:00	0.517
8/20/2017 8:30	0.574
8/20/2017 9:00	0.614
8/20/2017 9:30	0.629
8/20/2017 10:00	0.625
8/20/2017 10:30	0.607
8/20/2017 11:00	0.578
8/20/2017 11:30	0.538
8/20/2017 12:00	0.496
8/20/2017 12:30	0.456
8/20/2017 13:00	0.414
8/20/2017 13:30	0.366
8/20/2017 14:00	0.317
8/20/2017 14:30	0.276
8/20/2017 15:00	0.247
8/20/2017 15:30	0.227
8/20/2017 16:00	0.216
8/20/2017 16:30	0.219
8/20/2017 17:00	0.229
8/20/2017 17:30	0.248
8/20/2017 18:00	0.268
8/20/2017 18:30	0.290
8/20/2017 19:00	0.311
8/20/2017 19:30	0.331
8/20/2017 20:00	0.356
8/20/2017 20:30	0.376
8/20/2017 21:00	0.384
8/20/2017 21:30	0.370
8/20/2017 22:00	0.339
8/20/2017 22:30	0.299
8/20/2017 23:00	0.255
8/20/2017 23:30	0.213
8/21/2017 0:00	0.170
8/21/2017 0:30	0.130
8/21/2017 1:00	0.096
8/21/2017 1:30	0.066
8/21/2017 2:00	0.042
8/21/2017 2:30	0.025
8/21/2017 3:00	0.022
8/21/2017 3:30	0.033
8/21/2017 4:00	0.059
8/21/2017 4:30	0.097
8/21/2017 5:00	0.140
8/21/2017 5:30	0.186
8/21/2017 6:00	0.240
8/21/2017 6:30	0.296
8/21/2017 7:00	0.349
8/21/2017 7:30	0.397
8/21/2017 8:00	0.445
8/21/2017 8:30	0.496
8/21/2017 9:00	0.544
8/21/2017 9:30	0.581
8/21/2017 10:00	0.600
8/21/2017 10:30	0.599
8/21/2017 11:00	0.587
8/21/2017 11:30	0.570
8/21/2017 12:00	0.545
8/21/2017 12:30	0.512
8/21/2017 13:00	0.480
8/21/2017 13:30	0.450
8/21/2017 14:00	0.417
8/21/2017 14:30	0.380
8/21/2017 15:00	0.351
8/21/2017 15:30	0.337
8/21/2017 16:00	0.332
8/21/2017 16:30	0.335
8/21/2017 17:00	0.341
8/21/2017 17:30	0.345
8/21/2017 18:00	0.350
8/21/2017 18:30	0.355
8/21/2017 19:00	0.358
8/21/2017 19:30	0.352
8/21/2017 20:00	0.344
8/21/2017 20:30	0.343
8/21/2017 21:00	0.344
8/21/2017 21:30	0.335
8/21/2017 22:00	0.316
8/21/2017 22:30	0.282
8/21/2017 23:00	0.235
8/21/2017 23:30	0.178
8/22/2017 0:00	0.119
8/22/2017 0:30	0.060
8/22/2017 1:00	0.008
8/22/2017 1:30	-0.034
8/22/2017 2:00	-0.061
8/22/2017 2:30	-0.073
8/22/2017 3:00	-0.076
8/22/2017 3:30	-0.071
8/22/2017 4:00	-0.053
8/22/2017 4:30	-0.023
8/22/2017 5:00	0.017
8/22/2017 5:30	0.057
8/22/2017 6:00	0.108
8/22/2017 6:30	0.169
8/22/2017 7:00	0.232
8/22/2017 7:30	0.296
8/22/2017 8:00	0.360
8/22/2017 8:30	0.420
8/22/2017 9:00	0.478
8/22/2017 9:30	0.536
8/22/2017 10:00	0.591
8/22/2017 10:30	0.626
8/22/2017 11:00	0.639
8/22/2017 11:30	0.627
8/22/2017 12:00	0.600
8/22/2017 12:30	0.563
8/22/2017 13:00	0.516
8/22/2017 13:30	0.464
8/22/2017 14:00	0.413
8/22/2017 14:30	0.369
8/22/2017 15:00	0.330
8/22/2017 15:30	0.301
8/22/2017 16:00	0.280
8/22/2017 16:30	0.265
8/22/2017 17:00	0.257
8/22/2017 17:30	0.260
8/22/2017 18:00	0.265
8/22/2017 18:30	0.272
8/22/2017 19:00	0.287
8/22/2017 19:30	0.310
8/22/2017 20:00	0.338
8/22/2017 20:30	0.361
8/22/2017 21:00	0.392
8/22/2017 21:30	0.425
8/22/2017 22:00	0.453
8/22/2017 22:30	0.468
8/22/2017 23:00	0.458
8/22/2017 23:30	0.431
8/23/2017 0:00	0.389
8/23/2017 0:30	0.339
8/23/2017 1:00	0.277
8/23/2017 1:30	0.215
8/23/2017 2:00	0.164
8/23/2017 2:30	0.115
8/23/2017 3:00	0.065
8/23/2017 3:30	0.020
8/23/2017 4:00	-0.016
8/23/2017 4:30	-0.040
8/23/2017 5:00	-0.054
8/23/2017 5:30	-0.053
8/23/2017 6:00	-0.040
8/23/2017 6:30	-0.012
8/23/2017 7:00	0.024
8/23/2017 7:30	0.063
8/23/2017 8:00	0.109
8/23/2017 8:30	0.151
8/23/2017 9:00	0.199
8/23/2017 9:30	0.249
8/23/2017 10:00	0.306
8/23/2017 10:30	0.362
8/23/2017 11:00	0.410
8/23/2017 11:30	0.439
8/23/2017 12:00	0.454
8/23/2017 12:30	0.445
8/23/2017 13:00	0.418
8/23/2017 13:30	0.388
8/23/2017 14:00	0.352
8/23/2017 14:30	0.320
8/23/2017 15:00	0.290
8/23/2017 15:30	0.265
8/23/2017 16:00	0.247
8/23/2017 16:30	0.235
8/23/2017 17:00	0.233
8/23/2017 17:30	0.239
8/23/2017 18:00	0.248
8/23/2017 18:30	0.259
8/23/2017 19:00	0.273
8/23/2017 19:30	0.291
8/23/2017 20:00	0.312
8/23/2017 20:30	0.337
8/23/2017 21:00	0.363
8/23/2017 21:30	0.387
8/23/2017 22:00	0.407
8/23/2017 22:30	0.431
8/23/2017 23:00	0.459
8/23/2017 23:30	0.469
8/24/2017 0:00	0.456
8/24/2017 0:30	0.430
8/24/2017 1:00	0.391
8/24/2017 1:30	0.350
8/24/2017 2:00	0.313
8/24/2017 2:30	0.279
8/24/2017 3:00	0.247
8/24/2017 3:30	0.218
8/24/2017 4:00	0.197
8/24/2017 4:30	0.186
8/24/2017 5:00	0.184
8/24/2017 5:30	0.191
8/24/2017 6:00	0.206
8/24/2017 6:30	0.224
8/24/2017 7:00	0.249
8/24/2017 7:30	0.274
8/24/2017 8:00	0.296
8/24/2017 8:30	0.323
8/24/2017 9:00	0.355
8/24/2017 9:30	0.378
8/24/2017 10:00	0.399
8/24/2017 10:30	0.415
8/24/2017 11:00	0.441
8/24/2017 11:30	0.465
8/24/2017 12:00	0.468
8/24/2017 12:30	0.461
8/24/2017 13:00	0.431
8/24/2017 13:30	0.384
8/24/2017 14:00	0.339
8/24/2017 14:30	0.296
8/24/2017 15:00	0.252
8/24/2017 15:30	0.220
8/24/2017 16:00	0.202
8/24/2017 16:30	0.200
8/24/2017 17:00	0.195
8/24/2017 17:30	0.202
8/24/2017 18:00	0.214
8/24/2017 18:30	0.229
8/24/2017 19:00	0.249
8/24/2017 19:30	0.268
8/24/2017 20:00	0.312
8/24/2017 20:30	0.354
8/24/2017 21:00	0.410
8/24/2017 21:30	0.471
8/24/2017 22:00	0.517
8/24/2017 22:30	0.550
8/24/2017 23:00	0.580
8/24/2017 23:30	0.610
8/25/2017 0:00	0.632
8/25/2017 0:30	0.635
8/25/2017 1:00	0.630
8/25/2017 1:30	0.622
8/25/2017 2:00	0.604
8/25/2017 2:30	0.579
8/25/2017 3:00	0.557
8/25/2017 3:30	0.545
8/25/2017 4:00	0.534
8/25/2017 4:30	0.530
8/25/2017 5:00	0.538
8/25/2017 5:30	0.547
8/25/2017 6:00	0.561
8/25/2017 6:30	0.576
8/25/2017 7:00	0.595
8/25/2017 7:30	0.620
8/25/2017 8:00	0.646
8/25/2017 8:30	0.688
8/25/2017 9:00	0.732
8/25/2017 9:30	0.775
8/25/2017 10:00	0.820
8/25/2017 10:30	0.875
8/25/2017 11:00	0.912
8/25/2017 11:30	0.944
8/25/2017 12:00	0.986
8/25/2017 12:30	1.020
8/25/2017 13:00	1.032
8/25/2017 13:30	1.029
8/25/2017 14:00	1.015
8/25/2017 14:30	0.999
8/25/2017 15:00	0.979
8/25/2017 15:30	0.960
8/25/2017 16:00	0.953
8/25/2017 16:30	0.945
8/25/2017 17:00	0.954
8/25/2017 17:30	0.945
8/25/2017 18:00	0.940
8/25/2017 18:30	0.936
8/25/2017 19:00	0.943
8/25/2017 19:30	0.926
8/25/2017 20:00	0.936
8/25/2017 20:30	0.937
8/25/2017 21:00	0.945
8/25/2017 21:30	0.934
8/25/2017 22:00	0.952
8/25/2017 22:30	0.946
8/25/2017 23:00	0.953
8/25/2017 23:30	0.936
8/26/2017 0:00	0.946
8/26/2017 0:30	0.981
8/26/2017 1:00	1.012
8/26/2017 1:30	1.025
8/26/2017 2:00	1.109
8/26/2017 2:30	1.109
8/26/2017 3:00	1.077
8/26/2017 3:30	1.064
8/26/2017 4:00	1.001
8/26/2017 4:30	1.019
8/26/2017 5:00	0.990
8/26/2017 5:30	1.025
8/26/2017 6:00	1.016
8/26/2017 6:30	1.068
8/26/2017 7:00	1.004
8/26/2017 7:30	0.991
8/26/2017 8:00	1.013
8/26/2017 8:30	0.993
8/26/2017 9:00	0.931
8/26/2017 9:30	0.893
8/26/2017 10:00	0.945
8/26/2017 10:30	0.934
8/26/2017 11:00	0.984
8/26/2017 11:30	1.035
8/26/2017 12:00	0.986
8/26/2017 12:30	1.001
8/26/2017 13:00	1.016
8/26/2017 13:30	0.939
8/26/2017 14:00	0.969
8/26/2017 14:30	0.873
8/26/2017 15:00	0.852
8/26/2017 15:30	0.784
8/26/2017 16:00	0.791
8/26/2017 16:30	0.693
8/26/2017 17:00	0.714
8/26/2017 17:30	0.611
8/26/2017 18:00	0.604
8/26/2017 18:30	0.590
8/26/2017 19:00	0.588
8/26/2017 19:30	0.550
8/26/2017 20:00	0.543
8/26/2017 20:30	0.536
8/26/2017 21:00	0.523
8/26/2017 21:30	0.540
8/26/2017 22:00	0.575
8/26/2017 22:30	0.597
8/26/2017 23:00	0.623
8/26/2017 23:30	0.635
8/27/2017 0:00	0.649
8/27/2017 0:30	0.659
8/27/2017 1:00	0.680
8/27/2017 1:30	0.707
8/27/2017 2:00	0.745
8/27/2017 2:30	0.774
8/27/2017 3:00	0.771
8/27/2017 3:30	0.785
8/27/2017 4:00	0.782
8/27/2017 4:30	0.769
8/27/2017 5:00	0.782
8/27/2017 5:30	0.767
8/27/2017 6:00	0.787
8/27/2017 6:30	0.790
8/27/2017 7:00	0.811
8/27/2017 7:30	0.819
8/27/2017 8:00	0.828
8/27/2017 8:30	0.851
8/27/2017 9:00	0.866
8/27/2017 9:30	0.878
8/27/2017 10:00	0.891
8/27/2017 10:30	0.897
8/27/2017 11:00	0.909
8/27/2017 11:30	0.898
8/27/2017 12:00	0.916
8/27/2017 12:30	0.900
8/27/2017 13:00	0.919
8/27/2017 13:30	0.928
8/27/2017 14:00	0.931
8/27/2017 14:30	0.911
8/27/2017 15:00	0.883
8/27/2017 15:30	0.833
8/27/2017 16:00	0.789
8/27/2017 16:30	0.744
8/27/2017 17:00	0.698
8/27/2017 17:30	0.655
8/27/2017 18:00	0.623
8/27/2017 18:30	0.593
8/27/2017 19:00	0.568
8/27/2017 19:30	0.536
8/27/2017 20:00	0.511
8/27/2017 20:30	0.492
8/27/2017 21:00	0.490
8/27/2017 21:30	0.496
8/27/2017 22:00	0.512
8/27/2017 22:30	0.525
8/27/2017 23:00	0.553
8/27/2017 23:30	0.578
8/28/2017 0:00	0.594
8/28/2017 0:30	0.623
8/28/2017 1:00	0.671
8/28/2017 1:30	0.722
8/28/2017 2:00	0.793
8/28/2017 2:30	0.855
8/28/2017 3:00	0.913
8/28/2017 3:30	0.964
8/28/2017 4:00	1.007
8/28/2017 4:30	1.048
8/28/2017 5:00	1.078
8/28/2017 5:30	1.098
8/28/2017 6:00	1.118
8/28/2017 6:30	1.130
8/28/2017 7:00	1.123
8/28/2017 7:30	1.102
8/28/2017 8:00	1.079
8/28/2017 8:30	1.056
8/28/2017 9:00	1.036
8/28/2017 9:30	1.022
8/28/2017 10:00	1.012
8/28/2017 10:30	1.005
8/28/2017 11:00	0.993
8/28/2017 11:30	0.969
8/28/2017 12:00	0.945
8/28/2017 12:30	0.931
8/28/2017 13:00	0.906
8/28/2017 13:30	0.890
8/28/2017 14:00	0.888
8/28/2017 14:30	0.892
8/28/2017 15:00	0.896
8/28/2017 15:30	0.903
8/28/2017 16:00	0.914
8/28/2017 16:30	0.924
8/28/2017 17:00	0.928
8/28/2017 17:30	0.922
8/28/2017 18:00	0.912
8/28/2017 18:30	0.903
8/28/2017 19:00	0.877
8/28/2017 19:30	0.843
8/28/2017 20:00	0.812
8/28/2017 20:30	0.791
8/28/2017 21:00	0.776
8/28/2017 21:30	0.765
8/28/2017 22:00	0.762
8/28/2017 22:30	0.760
8/28/2017 23:00	0.757
8/28/2017 23:30	0.751
8/29/2017 0:00	0.746
8/29/2017 0:30	0.750
8/29/2017 1:00	0.762
8/29/2017 1:30	0.784
8/29/2017 2:00	0.811
8/29/2017 2:30	0.856
8/29/2017 3:00	0.901
8/29/2017 3:30	0.942
8/29/2017 4:00	1.000
8/29/2017 4:30	1.047
8/29/2017 5:00	1.082
8/29/2017 5:30	1.107
8/29/2017 6:00	1.124
8/29/2017 6:30	1.130
8/29/2017 7:00	1.128
8/29/2017 7:30	1.117
8/29/2017 8:00	1.104
8/29/2017 8:30	1.102
8/29/2017 9:00	1.099
8/29/2017 9:30	1.109
8/29/2017 10:00	1.119
8/29/2017 10:30	1.114
8/29/2017 11:00	1.099
8/29/2017 11:30	1.073
8/29/2017 12:00	1.036
8/29/2017 12:30	1.017
8/29/2017 13:00	0.995
8/29/2017 13:30	0.970
8/29/2017 14:00	0.955
8/29/2017 14:30	0.945
8/29/2017 15:00	0.927
8/29/2017 15:30	0.899
8/29/2017 16:00	0.879
8/29/2017 16:30	0.882
8/29/2017 17:00	0.866
8/29/2017 17:30	0.843
8/29/2017 18:00	0.809
8/29/2017 18:30	0.754
8/29/2017 19:00	0.700
8/29/2017 19:30	0.633
8/29/2017 20:00	0.562
8/29/2017 20:30	0.502
8/29/2017 21:00	0.423
8/29/2017 21:30	0.382
8/29/2017 22:00	0.357
8/29/2017 22:30	0.331
8/29/2017 23:00	0.295
8/29/2017 23:30	0.257
8/30/2017 0:00	0.195
8/30/2017 0:30	0.181
8/30/2017 1:00	0.217
8/30/2017 1:30	0.261
8/30/2017 2:00	0.305
8/30/2017 2:30	0.341
8/30/2017 3:00	0.368
8/30/2017 3:30	0.405
8/30/2017 4:00	0.422
8/30/2017 4:30	0.452
8/30/2017 5:00	0.475
8/30/2017 5:30	0.500
8/30/2017 6:00	0.520
8/30/2017 6:30	0.512
8/30/2017 7:00	0.480
8/30/2017 7:30	0.425
8/30/2017 8:00	0.369
8/30/2017 8:30	0.310
8/30/2017 9:00	0.252
8/30/2017 9:30	0.196
8/30/2017 10:00	0.157
8/30/2017 10:30	0.126
8/30/2017 11:00	0.094
8/30/2017 11:30	0.050
8/30/2017 12:00	0.000
8/30/2017 12:30	-0.046
8/30/2017 13:00	-0.085
8/30/2017 13:30	-0.111
8/30/2017 14:00	-0.131
8/30/2017 14:30	-0.146
8/30/2017 15:00	-0.161
8/30/2017 15:30	-0.177
8/30/2017 16:00	-0.185
8/30/2017 16:30	-0.189
8/30/2017 17:00	-0.195
8/30/2017 17:30	-0.206
8/30/2017 18:00	-0.220
8/30/2017 18:30	-0.233
8/30/2017 19:00	-0.251
8/30/2017 19:30	-0.279
8/30/2017 20:00	-0.316
8/30/2017 20:30	-0.343
8/30/2017 21:00	-0.362
8/30/2017 21:30	-0.380
8/30/2017 22:00	-0.400
8/30/2017 22:30	-0.418
8/30/2017 23:00	-0.436
8/30/2017 23:30	-0.445
8/31/2017 0:00	-0.446
8/31/2017 0:30	-0.326
8/31/2017 1:00	-0.207
8/31/2017 1:30	-0.176
8/31/2017 2:00	-0.144
8/31/2017 2:30	-0.084
8/31/2017 3:00	-0.024
8/31/2017 3:30	0.025
8/31/2017 4:00	0.073
8/31/2017 4:30	0.116
8/31/2017 5:00	0.158
8/31/2017 5:30	0.187
8/31/2017 6:00	0.215
8/31/2017 6:30	0.238
8/31/2017 7:00	0.260
8/31/2017 7:30	0.247
8/31/2017 8:00	0.233
8/31/2017 8:30	0.231
8/31/2017 9:00	0.228
8/31/2017 9:30	0.214
8/31/2017 10:00	0.200
8/31/2017 10:30	0.185
8/31/2017 11:00	0.169
8/31/2017 11:30	0.151
8/31/2017 12:00	0.132
8/31/2017 12:30	0.115
8/31/2017 13:00	0.098
8/31/2017 13:30	0.123
8/31/2017 14:00	0.147
8/31/2017 14:30	0.149
8/31/2017 15:00	0.150
8/31/2017 15:30	0.142
8/31/2017 16:00	0.133
8/31/2017 16:30	0.139
8/31/2017 17:00	0.144
8/31/2017 17:30	0.140
8/31/2017 18:00	0.135
8/31/2017 18:30	0.121
8/31/2017 19:00	0.107
8/31/2017 19:30	0.080
8/31/2017 20:00	0.052
8/31/2017 20:30	0.019
8/31/2017 21:00	-0.014
8/31/2017 21:30	-0.040
8/31/2017 22:00	-0.065
8/31/2017 22:30	-0.075
8/31/2017 23:00	-0.085
8/31/2017 23:30	-0.085
9/1/2017 0:00	-0.085
9/1/2017 0:30	-0.072
9/1/2017 1:00	-0.058
9/1/2017 1:30	-0.027
9/1/2017 2:00	0.004
9/1/2017 2:30	0.043
9/1/2017 3:00	0.082
9/1/2017 3:30	0.129
9/1/2017 4:00	0.176
9/1/2017 4:30	0.218
9/1/2017 5:00	0.260
9/1/2017 5:30	0.291
9/1/2017 6:00	0.322
9/1/2017 6:30	0.330
9/1/2017 7:00	0.337
9/1/2017 7:30	0.345
9/1/2017 8:00	0.353
9/1/2017 8:30	0.351
9/1/2017 9:00	0.349
9/1/2017 9:30	0.355
9/1/2017 10:00	0.360
9/1/2017 10:30	0.349
9/1/2017 11:00	0.338
9/1/2017 11:30	0.341
