datetime	Gulf_extend
9/16/2017 10:00	0.501
9/16/2017 10:30	0.483
9/16/2017 11:00	0.464
9/16/2017 11:30	0.444
9/16/2017 12:00	0.423
9/16/2017 12:30	0.419
9/16/2017 13:00	0.414
9/16/2017 13:30	0.413
9/16/2017 14:00	0.412
9/16/2017 14:30	0.421
9/16/2017 15:00	0.430
9/16/2017 15:30	0.425
9/16/2017 16:00	0.420
9/16/2017 16:30	0.402
9/16/2017 17:00	0.383
9/16/2017 17:30	0.369
9/16/2017 18:00	0.354
9/16/2017 18:30	0.333
9/16/2017 19:00	0.311
9/16/2017 19:30	0.266
9/16/2017 20:00	0.221
9/16/2017 20:30	0.193
9/16/2017 21:00	0.164
9/16/2017 21:30	0.136
9/16/2017 22:00	0.108
9/16/2017 22:30	0.064
9/16/2017 23:00	0.019
9/16/2017 23:30	-0.017
9/17/2017 0:00	-0.052
9/17/2017 0:30	-0.064
9/17/2017 1:00	-0.075
9/17/2017 1:30	-0.050
9/17/2017 2:00	-0.025
9/17/2017 2:30	0.026
9/17/2017 3:00	0.077
9/17/2017 3:30	0.141
9/17/2017 4:00	0.204
9/17/2017 4:30	0.260
9/17/2017 5:00	0.316
9/17/2017 5:30	0.360
9/17/2017 6:00	0.404
9/17/2017 6:30	0.446
9/17/2017 7:00	0.487
9/17/2017 7:30	0.507
9/17/2017 8:00	0.527
9/17/2017 8:30	0.531
9/17/2017 9:00	0.535
9/17/2017 9:30	0.526
9/17/2017 10:00	0.517
9/17/2017 10:30	0.493
9/17/2017 11:00	0.469
9/17/2017 11:30	0.454
9/17/2017 12:00	0.438
9/17/2017 12:30	0.428
9/17/2017 13:00	0.418
9/17/2017 13:30	0.425
9/17/2017 14:00	0.431
9/17/2017 14:30	0.427
9/17/2017 15:00	0.422
9/17/2017 15:30	0.420
9/17/2017 16:00	0.418
9/17/2017 16:30	0.414
9/17/2017 17:00	0.409
9/17/2017 17:30	0.417
9/17/2017 18:00	0.424
9/17/2017 18:30	0.428
9/17/2017 19:00	0.432
9/17/2017 19:30	0.415
9/17/2017 20:00	0.398
9/17/2017 20:30	0.378
9/17/2017 21:00	0.357
9/17/2017 21:30	0.316
9/17/2017 22:00	0.274
9/17/2017 22:30	0.239
9/17/2017 23:00	0.204
9/17/2017 23:30	0.145
9/18/2017 0:00	0.086
9/18/2017 0:30	0.048
9/18/2017 1:00	0.010
9/18/2017 1:30	-0.001
9/18/2017 2:00	-0.012
9/18/2017 2:30	0.007
9/18/2017 3:00	0.025
9/18/2017 3:30	0.086
9/18/2017 4:00	0.146
9/18/2017 4:30	0.214
9/18/2017 5:00	0.281
9/18/2017 5:30	0.337
9/18/2017 6:00	0.392
9/18/2017 6:30	0.424
9/18/2017 7:00	0.456
9/18/2017 7:30	0.481
9/18/2017 8:00	0.506
9/18/2017 8:30	0.505
9/18/2017 9:00	0.503
9/18/2017 9:30	0.507
9/18/2017 10:00	0.510
9/18/2017 10:30	0.490
9/18/2017 11:00	0.470
9/18/2017 11:30	0.464
9/18/2017 12:00	0.458
9/18/2017 12:30	0.441
9/18/2017 13:00	0.423
9/18/2017 13:30	0.430
9/18/2017 14:00	0.437
9/18/2017 14:30	0.431
9/18/2017 15:00	0.424
9/18/2017 15:30	0.416
9/18/2017 16:00	0.408
9/18/2017 16:30	0.414
9/18/2017 17:00	0.419
9/18/2017 17:30	0.432
9/18/2017 18:00	0.444
9/18/2017 18:30	0.465
9/18/2017 19:00	0.485
9/18/2017 19:30	0.496
9/18/2017 20:00	0.507
9/18/2017 20:30	0.515
9/18/2017 21:00	0.522
9/18/2017 21:30	0.487
9/18/2017 22:00	0.452
9/18/2017 22:30	0.394
9/18/2017 23:00	0.336
9/18/2017 23:30	0.288
9/19/2017 0:00	0.239
9/19/2017 0:30	0.195
9/19/2017 1:00	0.150
9/19/2017 1:30	0.121
9/19/2017 2:00	0.091
9/19/2017 2:30	0.091
9/19/2017 3:00	0.090
9/19/2017 3:30	0.131
9/19/2017 4:00	0.172
9/19/2017 4:30	0.206
9/19/2017 5:00	0.239
9/19/2017 5:30	0.297
9/19/2017 6:00	0.355
9/19/2017 6:30	0.423
9/19/2017 7:00	0.490
9/19/2017 7:30	0.527
9/19/2017 8:00	0.564
9/19/2017 8:30	0.574
9/19/2017 9:00	0.584
9/19/2017 9:30	0.582
9/19/2017 10:00	0.580
9/19/2017 10:30	0.564
9/19/2017 11:00	0.548
9/19/2017 11:30	0.539
9/19/2017 12:00	0.530
9/19/2017 12:30	0.515
9/19/2017 13:00	0.500
9/19/2017 13:30	0.482
9/19/2017 14:00	0.464
9/19/2017 14:30	0.445
9/19/2017 15:00	0.426
9/19/2017 15:30	0.410
9/19/2017 16:00	0.394
9/19/2017 16:30	0.407
9/19/2017 17:00	0.419
9/19/2017 17:30	0.441
9/19/2017 18:00	0.463
9/19/2017 18:30	0.492
9/19/2017 19:00	0.520
9/19/2017 19:30	0.549
9/19/2017 20:00	0.577
9/19/2017 20:30	0.588
9/19/2017 21:00	0.599
9/19/2017 21:30	0.580
9/19/2017 22:00	0.560
9/19/2017 22:30	0.527
9/19/2017 23:00	0.493
9/19/2017 23:30	0.451
9/20/2017 0:00	0.409
9/20/2017 0:30	0.375
9/20/2017 1:00	0.341
9/20/2017 1:30	0.300
9/20/2017 2:00	0.259
9/20/2017 2:30	0.236
9/20/2017 3:00	0.213
9/20/2017 3:30	0.217
9/20/2017 4:00	0.220
9/20/2017 4:30	0.233
9/20/2017 5:00	0.245
9/20/2017 5:30	0.292
9/20/2017 6:00	0.339
9/20/2017 6:30	0.392
9/20/2017 7:00	0.444
9/20/2017 7:30	0.489
9/20/2017 8:00	0.534
9/20/2017 8:30	0.548
9/20/2017 9:00	0.561
9/20/2017 9:30	0.553
9/20/2017 10:00	0.544
9/20/2017 10:30	0.533
9/20/2017 11:00	0.521
9/20/2017 11:30	0.490
9/20/2017 12:00	0.459
9/20/2017 12:30	0.430
9/20/2017 13:00	0.401
9/20/2017 13:30	0.375
9/20/2017 14:00	0.349
9/20/2017 14:30	0.332
9/20/2017 15:00	0.314
9/20/2017 15:30	0.296
9/20/2017 16:00	0.277
9/20/2017 16:30	0.268
9/20/2017 17:00	0.258
9/20/2017 17:30	0.268
9/20/2017 18:00	0.278
9/20/2017 18:30	0.319
9/20/2017 19:00	0.360
9/20/2017 19:30	0.395
9/20/2017 20:00	0.429
9/20/2017 20:30	0.454
9/20/2017 21:00	0.479
9/20/2017 21:30	0.491
9/20/2017 22:00	0.503
9/20/2017 22:30	0.489
9/20/2017 23:00	0.474
9/20/2017 23:30	0.442
9/21/2017 0:00	0.409
9/21/2017 0:30	0.381
9/21/2017 1:00	0.353
9/21/2017 1:30	0.322
9/21/2017 2:00	0.291
9/21/2017 2:30	0.269
9/21/2017 3:00	0.247
9/21/2017 3:30	0.254
9/21/2017 4:00	0.260
9/21/2017 4:30	0.250
9/21/2017 5:00	0.240
9/21/2017 5:30	0.271
9/21/2017 6:00	0.302
9/21/2017 6:30	0.326
9/21/2017 7:00	0.349
9/21/2017 7:30	0.384
9/21/2017 8:00	0.418
9/21/2017 8:30	0.450
9/21/2017 9:00	0.481
9/21/2017 9:30	0.501
9/21/2017 10:00	0.520
9/21/2017 10:30	0.520
9/21/2017 11:00	0.519
9/21/2017 11:30	0.494
9/21/2017 12:00	0.469
9/21/2017 12:30	0.439
9/21/2017 13:00	0.408
9/21/2017 13:30	0.372
9/21/2017 14:00	0.335
9/21/2017 14:30	0.317
9/21/2017 15:00	0.298
9/21/2017 15:30	0.270
9/21/2017 16:00	0.241
9/21/2017 16:30	0.225
9/21/2017 17:00	0.209
9/21/2017 17:30	0.218
9/21/2017 18:00	0.227
9/21/2017 18:30	0.266
9/21/2017 19:00	0.305
9/21/2017 19:30	0.351
9/21/2017 20:00	0.396
9/21/2017 20:30	0.441
9/21/2017 21:00	0.485
9/21/2017 21:30	0.488
9/21/2017 22:00	0.491
9/21/2017 22:30	0.506
9/21/2017 23:00	0.520
9/21/2017 23:30	0.488
9/22/2017 0:00	0.456
9/22/2017 0:30	0.424
9/22/2017 1:00	0.391
9/22/2017 1:30	0.360
9/22/2017 2:00	0.329
9/22/2017 2:30	0.313
9/22/2017 3:00	0.297
9/22/2017 3:30	0.273
9/22/2017 4:00	0.249
9/22/2017 4:30	0.247
9/22/2017 5:00	0.244
9/22/2017 5:30	0.255
9/22/2017 6:00	0.265
9/22/2017 6:30	0.288
9/22/2017 7:00	0.311
9/22/2017 7:30	0.328
9/22/2017 8:00	0.345
9/22/2017 8:30	0.382
9/22/2017 9:00	0.418
9/22/2017 9:30	0.445
9/22/2017 10:00	0.471
9/22/2017 10:30	0.468
9/22/2017 11:00	0.464
9/22/2017 11:30	0.434
9/22/2017 12:00	0.403
9/22/2017 12:30	0.374
9/22/2017 13:00	0.345
9/22/2017 13:30	0.328
9/22/2017 14:00	0.310
9/22/2017 14:30	0.284
9/22/2017 15:00	0.257
9/22/2017 15:30	0.219
9/22/2017 16:00	0.181
9/22/2017 16:30	0.178
9/22/2017 17:00	0.175
9/22/2017 17:30	0.183
9/22/2017 18:00	0.190
9/22/2017 18:30	0.199
9/22/2017 19:00	0.207
9/22/2017 19:30	0.251
9/22/2017 20:00	0.295
9/22/2017 20:30	0.341
9/22/2017 21:00	0.387
9/22/2017 21:30	0.424
9/22/2017 22:00	0.461
9/22/2017 22:30	0.491
9/22/2017 23:00	0.521
9/22/2017 23:30	0.518
9/23/2017 0:00	0.515
9/23/2017 0:30	0.504
9/23/2017 1:00	0.493
9/23/2017 1:30	0.471
9/23/2017 2:00	0.448
9/23/2017 2:30	0.430
9/23/2017 3:00	0.412
9/23/2017 3:30	0.408
9/23/2017 4:00	0.403
9/23/2017 4:30	0.384
9/23/2017 5:00	0.365
9/23/2017 5:30	0.377
9/23/2017 6:00	0.389
9/23/2017 6:30	0.402
9/23/2017 7:00	0.414
9/23/2017 7:30	0.414
9/23/2017 8:00	0.413
9/23/2017 8:30	0.405
9/23/2017 9:00	0.396
9/23/2017 9:30	0.453
9/23/2017 10:00	0.509
9/23/2017 10:30	0.496
9/23/2017 11:00	0.482
9/23/2017 11:30	0.473
9/23/2017 12:00	0.463
9/23/2017 12:30	0.461
9/23/2017 13:00	0.459
9/23/2017 13:30	0.435
9/23/2017 14:00	0.410
9/23/2017 14:30	0.352
9/23/2017 15:00	0.294
9/23/2017 15:30	0.253
9/23/2017 16:00	0.212
9/23/2017 16:30	0.195
9/23/2017 17:00	0.177
9/23/2017 17:30	0.181
9/23/2017 18:00	0.184
9/23/2017 18:30	0.198
9/23/2017 19:00	0.211
9/23/2017 19:30	0.252
9/23/2017 20:00	0.292
9/23/2017 20:30	0.330
9/23/2017 21:00	0.368
9/23/2017 21:30	0.410
9/23/2017 22:00	0.451
9/23/2017 22:30	0.482
9/23/2017 23:00	0.512
9/23/2017 23:30	0.533
9/24/2017 0:00	0.554
9/24/2017 0:30	0.545
9/24/2017 1:00	0.535
9/24/2017 1:30	0.538
9/24/2017 2:00	0.541
9/24/2017 2:30	0.537
9/24/2017 3:00	0.532
9/24/2017 3:30	0.512
9/24/2017 4:00	0.492
9/24/2017 4:30	0.510
9/24/2017 5:00	0.528
9/24/2017 5:30	0.518
9/24/2017 6:00	0.508
9/24/2017 6:30	0.508
9/24/2017 7:00	0.508
9/24/2017 7:30	0.503
9/24/2017 8:00	0.498
9/24/2017 8:30	0.516
9/24/2017 9:00	0.533
9/24/2017 9:30	0.550
9/24/2017 10:00	0.567
9/24/2017 10:30	0.574
9/24/2017 11:00	0.580
9/24/2017 11:30	0.571
9/24/2017 12:00	0.561
9/24/2017 12:30	0.544
9/24/2017 13:00	0.527
9/24/2017 13:30	0.502
9/24/2017 14:00	0.477
9/24/2017 14:30	0.449
9/24/2017 15:00	0.420
9/24/2017 15:30	0.366
9/24/2017 16:00	0.312
9/24/2017 16:30	0.272
9/24/2017 17:00	0.232
9/24/2017 17:30	0.221
9/24/2017 18:00	0.210
9/24/2017 18:30	0.210
9/24/2017 19:00	0.210
9/24/2017 19:30	0.247
9/24/2017 20:00	0.284
9/24/2017 20:30	0.340
9/24/2017 21:00	0.395
9/24/2017 21:30	0.423
9/24/2017 22:00	0.450
9/24/2017 22:30	0.491
9/24/2017 23:00	0.531
9/24/2017 23:30	0.535
9/25/2017 0:00	0.538
9/25/2017 0:30	0.560
9/25/2017 1:00	0.581
9/25/2017 1:30	0.585
9/25/2017 2:00	0.588
9/25/2017 2:30	0.599
9/25/2017 3:00	0.610
9/25/2017 3:30	0.612
9/25/2017 4:00	0.613
9/25/2017 4:30	0.597
9/25/2017 5:00	0.580
9/25/2017 5:30	0.574
9/25/2017 6:00	0.568
9/25/2017 6:30	0.578
9/25/2017 7:00	0.587
9/25/2017 7:30	0.602
9/25/2017 8:00	0.616
9/25/2017 8:30	0.610
9/25/2017 9:00	0.604
9/25/2017 9:30	0.615
9/25/2017 10:00	0.626
9/25/2017 10:30	0.622
9/25/2017 11:00	0.618
9/25/2017 11:30	0.624
9/25/2017 12:00	0.629
9/25/2017 12:30	0.611
9/25/2017 13:00	0.592
9/25/2017 13:30	0.583
9/25/2017 14:00	0.573
9/25/2017 14:30	0.549
9/25/2017 15:00	0.525
9/25/2017 15:30	0.483
9/25/2017 16:00	0.441
9/25/2017 16:30	0.408
9/25/2017 17:00	0.374
9/25/2017 17:30	0.344
9/25/2017 18:00	0.314
9/25/2017 18:30	0.315
9/25/2017 19:00	0.316
9/25/2017 19:30	0.325
9/25/2017 20:00	0.334
9/25/2017 20:30	0.359
9/25/2017 21:00	0.383
9/25/2017 21:30	0.424
9/25/2017 22:00	0.465
9/25/2017 22:30	0.488
9/25/2017 23:00	0.511
9/25/2017 23:30	0.532
9/26/2017 0:00	0.552
9/26/2017 0:30	0.580
9/26/2017 1:00	0.607
9/26/2017 1:30	0.614
9/26/2017 2:00	0.621
9/26/2017 2:30	0.640
9/26/2017 3:00	0.658
9/26/2017 3:30	0.661
9/26/2017 4:00	0.663
9/26/2017 4:30	0.656
9/26/2017 5:00	0.648
9/26/2017 5:30	0.646
9/26/2017 6:00	0.643
9/26/2017 6:30	0.628
9/26/2017 7:00	0.613
9/26/2017 7:30	0.605
9/26/2017 8:00	0.596
9/26/2017 8:30	0.592
9/26/2017 9:00	0.587
9/26/2017 9:30	0.583
9/26/2017 10:00	0.578
9/26/2017 10:30	0.575
9/26/2017 11:00	0.572
9/26/2017 11:30	0.560
9/26/2017 12:00	0.548
9/26/2017 12:30	0.532
9/26/2017 13:00	0.515
9/26/2017 13:30	0.501
9/26/2017 14:00	0.486
9/26/2017 14:30	0.464
9/26/2017 15:00	0.442
9/26/2017 15:30	0.389
9/26/2017 16:00	0.336
9/26/2017 16:30	0.297
9/26/2017 17:00	0.258
9/26/2017 17:30	0.228
9/26/2017 18:00	0.197
9/26/2017 18:30	0.184
9/26/2017 19:00	0.171
9/26/2017 19:30	0.185
9/26/2017 20:00	0.198
9/26/2017 20:30	0.213
9/26/2017 21:00	0.227
9/26/2017 21:30	0.258
9/26/2017 22:00	0.288
9/26/2017 22:30	0.326
9/26/2017 23:00	0.363
9/26/2017 23:30	0.392
9/27/2017 0:00	0.421
9/27/2017 0:30	0.441
9/27/2017 1:00	0.461
9/27/2017 1:30	0.484
9/27/2017 2:00	0.507
9/27/2017 2:30	0.542
9/27/2017 3:00	0.577
9/27/2017 3:30	0.594
9/27/2017 4:00	0.611
9/27/2017 4:30	0.611
9/27/2017 5:00	0.610
9/27/2017 5:30	0.607
9/27/2017 6:00	0.604
9/27/2017 6:30	0.602
9/27/2017 7:00	0.599
9/27/2017 7:30	0.591
9/27/2017 8:00	0.582
9/27/2017 8:30	0.574
9/27/2017 9:00	0.566
9/27/2017 9:30	0.563
9/27/2017 10:00	0.560
9/27/2017 10:30	0.548
9/27/2017 11:00	0.536
9/27/2017 11:30	0.535
9/27/2017 12:00	0.534
9/27/2017 12:30	0.532
9/27/2017 13:00	0.529
9/27/2017 13:30	0.531
9/27/2017 14:00	0.533
9/27/2017 14:30	0.512
9/27/2017 15:00	0.490
9/27/2017 15:30	0.460
9/27/2017 16:00	0.430
9/27/2017 16:30	0.372
9/27/2017 17:00	0.314
9/27/2017 17:30	0.269
9/27/2017 18:00	0.223
9/27/2017 18:30	0.204
9/27/2017 19:00	0.184
9/27/2017 19:30	0.173
9/27/2017 20:00	0.161
9/27/2017 20:30	0.175
9/27/2017 21:00	0.188
9/27/2017 21:30	0.193
9/27/2017 22:00	0.197
9/27/2017 22:30	0.229
9/27/2017 23:00	0.260
9/27/2017 23:30	0.292
9/28/2017 0:00	0.324
9/28/2017 0:30	0.341
9/28/2017 1:00	0.358
9/28/2017 1:30	0.394
9/28/2017 2:00	0.430
9/28/2017 2:30	0.445
9/28/2017 3:00	0.459
9/28/2017 3:30	0.492
9/28/2017 4:00	0.525
9/28/2017 4:30	0.533
9/28/2017 5:00	0.541
9/28/2017 5:30	0.550
9/28/2017 6:00	0.558
9/28/2017 6:30	0.572
9/28/2017 7:00	0.586
9/28/2017 7:30	0.588
9/28/2017 8:00	0.589
9/28/2017 8:30	0.571
9/28/2017 9:00	0.553
9/28/2017 9:30	0.583
9/28/2017 10:00	0.612
9/28/2017 10:30	0.563
9/28/2017 11:00	0.514
9/28/2017 11:30	0.544
9/28/2017 12:00	0.573
9/28/2017 12:30	0.554
9/28/2017 13:00	0.534
9/28/2017 13:30	0.533
9/28/2017 14:00	0.531
9/28/2017 14:30	0.517
9/28/2017 15:00	0.502
9/28/2017 15:30	0.484
9/28/2017 16:00	0.466
9/28/2017 16:30	0.416
9/28/2017 17:00	0.366
9/28/2017 17:30	0.324
9/28/2017 18:00	0.282
9/28/2017 18:30	0.245
9/28/2017 19:00	0.208
9/28/2017 19:30	0.202
9/28/2017 20:00	0.195
9/28/2017 20:30	0.179
9/28/2017 21:00	0.163
9/28/2017 21:30	0.176
9/28/2017 22:00	0.189
9/28/2017 22:30	0.202
9/28/2017 23:00	0.214
9/28/2017 23:30	0.250
9/29/2017 0:00	0.285
9/29/2017 0:30	0.316
9/29/2017 1:00	0.347
9/29/2017 1:30	0.387
9/29/2017 2:00	0.427
9/29/2017 2:30	0.465
9/29/2017 3:00	0.502
9/29/2017 3:30	0.499
9/29/2017 4:00	0.496
9/29/2017 4:30	0.523
9/29/2017 5:00	0.549
9/29/2017 5:30	0.564
9/29/2017 6:00	0.579
9/29/2017 6:30	0.580
9/29/2017 7:00	0.581
9/29/2017 7:30	0.576
9/29/2017 8:00	0.571
9/29/2017 8:30	0.567
9/29/2017 9:00	0.563
9/29/2017 9:30	0.567
9/29/2017 10:00	0.571
9/29/2017 10:30	0.563
9/29/2017 11:00	0.554
9/29/2017 11:30	0.525
9/29/2017 12:00	0.495
9/29/2017 12:30	0.511
9/29/2017 13:00	0.527
9/29/2017 13:30	0.498
9/29/2017 14:00	0.469
9/29/2017 14:30	0.476
9/29/2017 15:00	0.483
9/29/2017 15:30	0.496
9/29/2017 16:00	0.509
9/29/2017 16:30	0.443
9/29/2017 17:00	0.377
9/29/2017 17:30	0.361
9/29/2017 18:00	0.344
9/29/2017 18:30	0.315
9/29/2017 19:00	0.286
9/29/2017 19:30	0.264
9/29/2017 20:00	0.242
9/29/2017 20:30	0.227
9/29/2017 21:00	0.212
9/29/2017 21:30	0.211
9/29/2017 22:00	0.209
9/29/2017 22:30	0.208
9/29/2017 23:00	0.206
9/29/2017 23:30	0.219
9/30/2017 0:00	0.232
9/30/2017 0:30	0.253
9/30/2017 1:00	0.273
9/30/2017 1:30	0.311
9/30/2017 2:00	0.349
9/30/2017 2:30	0.367
9/30/2017 3:00	0.385
9/30/2017 3:30	0.429
9/30/2017 4:00	0.472
9/30/2017 4:30	0.503
9/30/2017 5:00	0.534
9/30/2017 5:30	0.557
9/30/2017 6:00	0.580
9/30/2017 6:30	0.590
9/30/2017 7:00	0.599
9/30/2017 7:30	0.607
9/30/2017 8:00	0.615
9/30/2017 8:30	0.583
9/30/2017 9:00	0.551
9/30/2017 9:30	0.538
9/30/2017 10:00	0.525
9/30/2017 10:30	0.531
9/30/2017 11:00	0.536
9/30/2017 11:30	0.520
9/30/2017 12:00	0.504
9/30/2017 12:30	0.514
9/30/2017 13:00	0.523
9/30/2017 13:30	0.536
9/30/2017 14:00	0.548
9/30/2017 14:30	0.554
9/30/2017 15:00	0.559
9/30/2017 15:30	0.555
9/30/2017 16:00	0.551
9/30/2017 16:30	0.527
9/30/2017 17:00	0.503
9/30/2017 17:30	0.473
9/30/2017 18:00	0.442
9/30/2017 18:30	0.405
9/30/2017 19:00	0.368
9/30/2017 19:30	0.331
9/30/2017 20:00	0.294
9/30/2017 20:30	0.273
9/30/2017 21:00	0.252
9/30/2017 21:30	0.237
9/30/2017 22:00	0.222
9/30/2017 22:30	0.211
9/30/2017 23:00	0.200
